Date,Strategy_Drawdown,SPY_Drawdown
2025-02-10,-0.00961019466572921,-0.008036114685696205
2025-02-11,-0.008914374411027048,-0.007281592835230666
2025-02-12,-0.010964037549837213,-0.010479831214578628
2025-02-13,-0.006036271578304775,-3.280088259716152e-05
2025-02-14,-0.0033260536739205815,-8.184988041348706e-05
2025-02-18,-0.0051918365705507785,0.0
2025-02-19,-0.004630137644122678,0.0
2025-02-20,-0.02178609364302264,-0.004160364461746946
2025-02-21,-0.03789759870177656,-0.021193188729132006
2025-02-24,-0.04167950190860814,-0.025647027494248742
2025-02-25,-0.04700666300565548,-0.030492939846758937
2025-02-26,-0.047534672140762346,-0.03000337823776411
2025-02-27,-0.052190223347019504,-0.04548629449747299
2025-02-28,-0.03218269872627022,-0.030590730939930144
2025-03-03,-0.05322440047201571,-0.047574760684586326
2025-03-04,-0.07320216331730367,-0.058848416935962655
2025-03-05,-0.06346255957956348,-0.04873310022415178
2025-03-06,-0.08459421778045773,-0.06561913682792364
2025-03-07,-0.08250634922271705,-0.06038195907887267
2025-03-10,-0.11562649520793855,-0.08540930623684928
2025-03-11,-0.11801179496912395,-0.09301226065933021
2025-03-12,-0.10758056963296647,-0.08819918106020896
2025-03-13,-0.12071124948743794,-0.10035396738869096
2025-03-14,-0.09861743895507569,-0.08177103306591649
2025-03-17,-0.09195680302786347,-0.07469037198196293
2025-03-18,-0.09873706250850933,-0.08469132968812343
2025-03-19,-0.08940889499666771,-0.07472300268763898
2025-03-20,-0.08579933113644955,-0.07739872055306152
2025-03-21,-0.08392504915311738,-0.0770943356731808
2025-03-24,-0.06438569394230231,-0.06056642864099093
2025-03-25,-0.06280392048431138,-0.05830814135096396
2025-03-26,-0.07797062123519205,-0.06955027815908688
2025-03-27,-0.08742421045038351,-0.07202132169107489
2025-03-28,-0.10798448109350323,-0.09070921980083768
2025-03-31,-0.10026769474773989,-0.08460545941002895
2025-04-01,-0.10644272024842649,-0.08201995584853394
2025-04-02,-0.10092221312504712,-0.07621057897580419
2025-04-03,-0.14753265652887382,-0.12173566663420454
2025-04-04,-0.20199958871902568,-0.1731518594653092
2025-04-07,-0.19845660069394522,-0.1746246357584853
2025-04-08,-0.21226796639259238,-0.18755225458981695
2025-04-09,-0.14122447122133852,-0.10222957630998664
2025-04-10,-0.1707413879645796,-0.1415690742537471
2025-04-11,-0.1518025140346041,-0.12625214019040198
2025-04-14,-0.1433686918417787,-0.11777563248005918
2025-04-15,-0.142124538401889,-0.12024657498819058
2025-04-16,-0.16439206877913026,-0.1398017629067071
2025-04-17,-0.16347579322522243,-0.13857442407309628
2025-04-21,-0.1812218180814874,-0.1590786806122696
2025-04-22,-0.15922456580368827,-0.13719989348044592
2025-04-23,-0.14466832668885032,-0.1238303963004258
2025-04-24,-0.1275094524038567,-0.1053878851383
2025-04-25,-0.11830265469195167,-0.09892407572263395
2025-04-28,-0.11666704509218628,-0.09858049358639964
